Genre	Artist
Genre7	Grateful Dead
Genre7	Frank Sinatra
Genre1	Neil Diamond
Genre4	The Byrds
Genre5	Pink Floyd
Genre3	The Who
Genre4	Elvis Presley
Genre3	Pink Floyd
Genre9	The Band
Genre7	Townes Van Zandt
Genre1	Neil Young
Genre1	Crosby
Genre9	The Who
Genre1	The Allman Brothers Band
Genre1	The Kinks
Genre3	Grateful Dead
Genre3	Chicago
Genre3	Crosby
Genre1	The Allman Brothers Band
Genre7	Frank Sinatra
Genre7	Joni Mitchell
Genre4	Elvis Presley
Genre7	Count Basie
Genre3	The Velvet Underground
Genre7	The Beach Boys
Genre1	Stevie Wonder
Genre3	The Velvet Underground
Genre7	Neil Young
Genre7	Yes
Genre3	Led Zeppelin
Genre3	Chicago
Genre7	John Denver
Genre1	Elton John
Genre7	The Beatles
Genre1	Merle Haggard
Genre7	Elton John
Genre2	Van Morrison
Genre4	Aretha Franklin
Genre2	Elton John
Genre3	Chicago
Genre1	Van Morrison
Genre1	Led Zeppelin
Genre3	The Velvet Underground
Genre9	Elvis Presley
Genre1	Van Morrison
Genre4	Bob Dylan
Genre4	Bob Dylan
Genre3	B.B. King
Genre3	Genesis
Genre0	John Williams
Genre7	Yusuf / Cat Stevens
Genre3	The Rolling Stones
Genre1	Chicago
Genre3	The Rolling Stones
Genre4	Led Zeppelin
Genre1	The Velvet Underground
Genre1	Chicago
Genre9	Van Morrison
Genre9	Elton John
Genre3	Eric Clapton
Genre1	The Doors
Genre1	The Beach Boys
Genre4	Elton John
Genre3	The Velvet Underground
Genre9	The Doors
Genre7	Elvis Presley
Genre7	Elton John
Genre9	Stevie Wonder
Genre4	Bob Dylan
Genre1	The Velvet Underground
Genre9	Elton John
Genre4	Van Morrison
Genre9	Chicago
Genre1	Chicago
Genre4	Willie Nelson
Genre1	Jimi Hendrix
Genre3	The Who
Genre1	The Beach Boys
Genre4	The Allman Brothers Band
Genre3	The Rolling Stones
Genre4	James Taylor
Genre3	Nina Simone
Genre2	John Denver
Genre1	Crosby
Genre7	Yusuf / Cat Stevens
Genre3	Marvin Gaye
Genre1	The Byrds
Genre9	Yes
Genre2	Neil Diamond
Genre1	Santana
Genre3	The Rolling Stones
Genre5	Marvin Gaye
Genre2	The Beach Boys
Genre3	Neil Diamond
Genre9	Marvin Gaye
Genre2	Pink Floyd
Genre7	Crosby
Genre7	Aretha Franklin
Genre1	Crosby
Genre9	The Who
Genre7	James Taylor
Genre3	Crosby
Genre3	The Rolling Stones
Genre0	Billy Joel
Genre2	Nina Simone
Genre7	 Leonard Bernstein
Genre7	 New York Philharmonic
Genre1	James Taylor
Genre2	Elvis Presley
Genre7	Billy Joel
Genre5	Marvin Gaye
Genre5	Marvin Gaye
Genre9	Marvin Gaye
Genre2	The Kinks
Genre7	Wolfgang Amadeus Mozart
Genre2	James Taylor
Genre9	Yes
Genre7	John Denver
Genre1	Marvin Gaye
Genre9	The Allman Brothers Band
Genre1	Marvin Gaye
Genre7	Townes Van Zandt
Genre9	The Allman Brothers Band
Genre2	Marvin Gaye
Genre1	John Denver
Genre1	John Prine
Genre1	James Brown
Genre7	Vicente Fernández
Genre9	Jimi Hendrix
Genre4	John Prine
Genre7	Barbra Streisand
Genre3	Michael Jackson
Genre4	John Prine
Genre2	Stevie Wonder
Genre1	Aretha Franklin
Genre1	ZZ Top
Genre7	Neil Diamond
Genre2	ZZ Top
Genre0	The Rolling Stones
Genre9	Marvin Gaye
Genre1	The Rolling Stones
Genre3	Stevie Wonder
Genre7	Aretha Franklin
Genre7	Aretha Franklin
Genre4	Vicente Fernández
Genre2	John Prine
Genre4	Johnny Cash
Genre1	Paul Simon
Genre1	The Rolling Stones
Genre4	The Rolling Stones
Genre1	The Rolling Stones
Genre1	Genesis
Genre3	Joni Mitchell
Genre4	Stevie Wonder
Genre9	ZZ Top
Genre1	Genesis
Genre1	ZZ Top
Genre7	Aretha Franklin
Genre3	Stevie Wonder
Genre1	Johnny Cash
Genre7	Frank Sinatra
Genre3	Bob Dylan
Genre9	Wings
Genre4	The Isley Brothers
Genre3	Led Zeppelin
Genre3	Billy Joel
Genre3	Frank Zappa
Genre9	The Isley Brothers
Genre9	James Brown
Genre1	Wings
Genre3	Electric Light Orchestra
Genre7	Waylon Jennings
Genre4	Willie Nelson
Genre7	Neil Young
Genre1	Wings
Genre1	Elton John
Genre4	Chuck Berry
Genre1	Paul Simon
Genre3	Led Zeppelin
Genre3	Elton John
Genre7	Willie Nelson
Genre7	Giacomo Puccini
Genre7	 London Philharmonic Orchestra
Genre3	Electric Light Orchestra
Genre0	Grateful Dead
Genre3	Marvin Gaye
Genre3	Billy Joel
Genre3	Marvin Gaye
Genre1	Electric Light Orchestra
Genre7	Queen
Genre0	The Rolling Stones
Genre7	Paul Simon
Genre3	Jimmy Buffett
Genre7	Michael Jackson
Genre9	Elton John
Genre1	The Rolling Stones
Genre4	Jimmy Buffett
Genre9	Queen
Genre9	Queen
Genre3	Frank Sinatra
Genre1	Queen
Genre7	Eric Clapton
Genre2	Electric Light Orchestra
Genre4	Merle Haggard
Genre1	The Beach Boys
Genre2	Van Morrison
Genre7	Tom Waits
Genre4	Willie Nelson
Genre9	The Moody Blues
Genre3	Queen
Genre3	Queen
Genre3	Bob Dylan
Genre9	Genesis
Genre4	The Beach Boys
Genre3	Queen
Genre0	Felix Mendelssohn
Genre4	Van Morrison
Genre3	The Rolling Stones
Genre2	Bob Dylan
Genre1	Genesis
Genre3	Queen
Genre3	Electric Light Orchestra
Genre3	Queen
Genre3	Yes
Genre3	KISS
Genre1	Genesis
Genre7	Eric Clapton
Genre1	The Beach Boys
Genre3	Bob Dylan
Genre1	Billy Joel
Genre7	 Cleveland Orchestra
Genre9	Bob Marley & The Wailers
Genre9	Bob Marley & The Wailers
Genre7	Elton John
Genre0	John Williams
Genre1	Neil Young
Genre1	Queen
Genre1	KISS
Genre3	Elton John
Genre1	Neil Young
Genre1	KISS
Genre1	Grateful Dead
Genre7	Neil Young
Genre0	Willie Nelson
Genre1	Willie Nelson
Genre0	John Coltrane
Genre1	Fleetwood Mac
Genre3	Frank Zappa
Genre3	James Taylor
Genre3	Vicente Fernández
Genre1	Fleetwood Mac
Genre1	KISS
Genre7	Paul Simon
Genre3	Bob Marley & The Wailers
Genre9	The Allman Brothers Band
Genre4	James Taylor
Genre3	Led Zeppelin
Genre3	Bob Marley & The Wailers
Genre1	KISS
Genre3	Queen
Genre3	Bob Dylan
Genre3	KISS
Genre9	Marvin Gaye
Genre3	Wings
Genre7	Joni Mitchell
Genre0	Wolfgang Amadeus Mozart
Genre2	Miles Davis
Genre1	Barbra Streisand
Genre1	Eagles
Genre9	Rush
Genre3	Marvin Gaye
Genre3	ABBA
Genre7	Wings
Genre1	Willie Nelson
Genre9	Ramones
Genre3	KISS
Genre1	Eagles
Genre7	Eagles
Genre9	Rush
Genre1	Waylon Jennings
Genre5	ZZ Top
Genre0	Pyotr Ilyich Tchaikovsky
Genre0	 Leonard Bernstein
Genre0	 New York Philharmonic
Genre1	KISS
Genre2	Joni Mitchell
Genre9	Eagles
Genre7	Joni Mitchell
Genre1	KISS
Genre1	Wings
Genre7	Genesis
Genre3	Queen
Genre9	David Bowie
Genre3	Rush
Genre3	Eagles
Genre0	ABBA
Genre1	Ramones
Genre1	Ramones
Genre3	Waylon Jennings
Genre3	Willie Nelson
Genre1	Queen
Genre1	Ramones
Genre7	James Taylor
Genre9	Neil Young
Genre3	Queen
Genre0	John Williams
Genre9	Bee Gees
Genre4	Joni Mitchell
Genre7	Genesis
Genre4	Townes Van Zandt
Genre3	Billy Joel
Genre1	Vicente Fernández
Genre1	Fleetwood Mac
Genre4	Raffi
Genre1	ABBA
Genre4	Grateful Dead
Genre1	Vicente Fernández
Genre4	Townes Van Zandt
Genre3	Talking Heads
Genre7	James Taylor
Genre4	Townes Van Zandt
Genre2	The Band
Genre9	Neil Young
Genre3	Billy Joel
Genre7	John Denver
Genre4	Townes Van Zandt
Genre3	Talking Heads
Genre1	George Jones
Genre7	Neil Young
Genre4	Eric Clapton
Genre1	James Taylor
Genre1	Vicente Fernández
Genre2	Fleetwood Mac
Genre9	Judas Priest
Genre7	ABBA
Genre0	David Bowie
Genre9	Prince
Genre3	Grateful Dead
Genre9	Bob Marley & The Wailers
Genre3	Bob Marley & The Wailers
Genre3	Queen
Genre3	Grateful Dead
Genre3	Juan Gabriel
Genre3	Elton John
Genre9	Bob Marley & The Wailers
Genre3	Queen
Genre3	AC/DC
Genre9	Talking Heads
Genre1	Vicente Fernández
Genre9	Marvin Gaye
Genre1	Queen
Genre3	Queen
Genre3	Journey
Genre1	Marvin Gaye
Genre3	Bob Marley & The Wailers
Genre1	Judas Priest
Genre1	Talking Heads
Genre3	Neil Young
Genre1	Journey
Genre7	Nina Simone
Genre9	Bob Marley & The Wailers
Genre3	Bob Dylan
Genre3	Santana
Genre8	The Rolling Stones
Genre9	Ramones
Genre9	Judas Priest
Genre3	Talking Heads
Genre1	Nina Simone
Genre1	Ramones
Genre9	The Isley Brothers
Genre9	The Cure
Genre1	Neil Young
Genre4	Waylon Jennings
Genre4	Jimmy Buffett
Genre1	Frank Zappa
Genre9	Fleetwood Mac
Genre9	Santana
Genre1	Waylon Jennings
Genre3	Led Zeppelin
Genre3	The Who
Genre9	Neil Young
Genre7	Neil Young
Genre3	Led Zeppelin
Genre9	Journey
Genre3	Frank Zappa
Genre7	Neil Young
Genre1	Led Zeppelin
Genre1	John Prine
Genre1	The Cure
Genre9	Frank Zappa
Genre1	Led Zeppelin
Genre1	Talking Heads
Genre1	ABBA
Genre1	Bee Gees
Genre9	Bee Gees
Genre3	Tom Petty and the Heartbreakers
Genre3	The Cure
Genre4	Raffi
Genre9	Bee Gees
Genre3	Tom Petty and the Heartbreakers
Genre9	Bee Gees
Genre1	Bruce Springsteen
Genre3	Talking Heads
Genre3	Journey
Genre3	The Rolling Stones
Genre3	The Clash
Genre1	Fleetwood Mac
Genre4	Raffi
Genre7	Queen
Genre9	Creedence Clearwater Revival
Genre7	Hank Williams
Genre7	 Jr.
Genre1	Genesis
Genre1	U2
Genre7	Raffi
Genre4	Raffi
Genre3	Talking Heads
Genre3	David Bowie
Genre1	Waylon Jennings
Genre0	The Cure
Genre4	Raffi
Genre3	The Rolling Stones
Genre7	Genesis
Genre1	Tom Waits
Genre9	The Clash
Genre3	Grateful Dead
Genre3	Talking Heads
Genre3	Genesis
Genre7	Frank Sinatra
Genre3	Creedence Clearwater Revival
Genre1	KISS
Genre3	Alabama
Genre3	David Bowie
Genre3	Aerosmith
Genre2	 Jr.
Genre9	The Clash
Genre3	Def Leppard
Genre1	Tom Petty and the Heartbreakers
Genre5	Black Sabbath
Genre1	Depeche Mode
Genre3	Juan Gabriel
Genre3	George Strait
Genre3	Def Leppard
Genre3	The Moody Blues
Genre2	Phil Collins
Genre1	Miles Davis
Genre9	Rush
Genre9	The Cure
Genre9	Ramones
Genre1	Tom Petty and the Heartbreakers
Genre4	Asha Bhosle
Genre1	Hank Williams
Genre1	 Jr.
Genre7	Phil Collins
Genre1	Grateful Dead
Genre1	George Strait
Genre1	KISS
Genre9	Phil Collins
Genre1	Depeche Mode
Genre3	Grateful Dead
Genre9	Electric Light Orchestra
Genre9	Grateful Dead
Genre1	Ramones
Genre9	Judas Priest
Genre9	Michael Jackson
Genre9	Depeche Mode
Genre9	Hank Williams
Genre9	 Jr.
Genre7	Simon & Garfunkel
Genre9	Marvin Gaye
Genre3	Led Zeppelin
Genre4	The Clash
Genre7	John Denver
Genre9	R.E.M.
Genre1	Genesis
Genre7	Willie Nelson
Genre9	Led Zeppelin
Genre1	Led Zeppelin
Genre3	Queen
Genre9	Judas Priest
Genre9	Marvin Gaye
Genre7	Willie Nelson
Genre1	Prince
Genre4	Vicente Fernández
Genre3	Led Zeppelin
Genre3	Judas Priest
Genre3	Fleetwood Mac
Genre1	Led Zeppelin
Genre9	Hank Williams
Genre9	 Jr.
Genre3	Led Zeppelin
Genre2	Crosby
Genre9	Genesis
Genre0	John Williams
Genre0	 London Symphony Orchestra
Genre1	AC/DC
Genre9	U2
Genre1	Electric Light Orchestra
Genre9	Black Sabbath
Genre0	Johann Sebastian Bach
Genre1	Stevie Ray Vaughan
Genre1	Neil Diamond
Genre9	Def Leppard
Genre1	Stevie Ray Vaughan
Genre3	U2
Genre9	Black Sabbath
Genre1	Yes
Genre7	Andrew Lloyd Webber
Genre7	Andrew Lloyd Webber
Genre2	Tom Waits
Genre3	Waylon Jennings
Genre3	 Jr.
Genre1	Madonna
Genre1	U2
Genre3	U2
Genre5	Sergei Rachmaninoff
Genre5	 Berliner Philharmoniker
Genre3	R.E.M.
Genre1	Los Bukis
Genre9	Metallica
Genre4	Los Tigres Del Norte
Genre9	Stevie Ray Vaughan
Genre3	U2
Genre3	Depeche Mode
Genre0	Erik Satie
Genre3	R.E.M.
Genre3	Frank Sinatra
Genre3	Queen
Genre3	Queen
Genre3	Antonio Aguilar
Genre9	Judas Priest
Genre1	Judas Priest
Genre1	Van Morrison
Genre3	Stevie Ray Vaughan
Genre1	Los Tigres Del Norte
Genre4	Los Tigres Del Norte
Genre4	José Alfredo Jimenez
Genre0	Franz Schubert
Genre4	John Prine
Genre3	Stevie Ray Vaughan
Genre1	Los Tigres Del Norte
Genre3	Aerosmith
Genre9	Red Hot Chili Peppers
Genre9	Stevie Wonder
Genre9	Tom Waits
Genre9	Talking Heads
Genre0	Wolfgang Amadeus Mozart
Genre3	Prince
Genre3	Steely Dan
Genre1	Tom Waits
Genre1	Steely Dan
Genre3	Billy Joel
Genre3	Talking Heads
Genre1	Red Hot Chili Peppers
Genre1	The Cure
Genre1	Luis Miguel
Genre4	Hank Williams
Genre9	Tom Waits
Genre3	Billy Joel
Genre3	Billy Joel
Genre3	Los Bukis
Genre1	Phil Collins
Genre3	Red Hot Chili Peppers
Genre1	Talking Heads
Genre3	George Strait
Genre3	Billy Joel
Genre5	Ludwig van Beethoven
Genre3	Bruce Springsteen
Genre2	Depeche Mode
Genre1	Prince
Genre4	Antonio Aguilar
Genre0	Ennio Morricone
Genre1	Bruce Springsteen
Genre4	Antonio Aguilar
Genre1	Van Morrison
Genre9	Queen
Genre1	Alabama
Genre1	Madonna
Genre3	The Smiths
Genre1	Aretha Franklin
Genre2	Depeche Mode
Genre3	Bruce Springsteen
Genre1	R.E.M.
Genre3	 Jr.
Genre9	The Cure
Genre1	Bruce Springsteen
Genre9	U2
Genre3	Stevie Ray Vaughan
Genre4	Johnny Cash
Genre1	Michael Jackson
Genre4	Bruce Springsteen
Genre9	Red Hot Chili Peppers
Genre4	Van Morrison
Genre3	The Cure
Genre2	Nat King Cole
Genre3	Bruce Springsteen
Genre4	Andrew Lloyd Webber
Genre3	R.E.M.
Genre1	Michael Jackson
Genre9	Fleetwood Mac
Genre1	Luis Miguel
Genre7	Andrew Lloyd Webber
Genre7	Merle Haggard
Genre1	George Strait
Genre4	George Jones
Genre1	Depeche Mode
Genre3	The Smiths
Genre3	U2
Genre3	Aerosmith
Genre9	Michael Jackson
Genre4	Antonio Aguilar
Genre4	The Beatles
Genre6	Metallica
Genre4	Antonio Aguilar
Genre9	Judas Priest
Genre1	Chicago
Genre3	The Beatles
Genre9	Luis Miguel
Genre0	Ludwig van Beethoven
Genre0	Ludwig van Beethoven
Genre4	Antonio Aguilar
Genre3	Pink Floyd
Genre8	Metallica
Genre1	Aerosmith
Genre1	Pink Floyd
Genre5	Ludwig van Beethoven
Genre1	Pink Floyd
Genre3	Pink Floyd
Genre8	Metallica
Genre3	Chicago
Genre3	The Beatles
Genre3	Luis Miguel
Genre3	Aerosmith
Genre9	The Cure
Genre8	Red Hot Chili Peppers
Genre3	Alan Jackson
Genre2	Chet Baker
Genre3	Vicente Fernández
Genre9	Bob Dylan
Genre9	Prince
Genre1	The Cure
Genre7	Madonna
Genre9	The Cure
Genre0	Wolfgang Amadeus Mozart
Genre5	John Williams
Genre9	Nirvana
Genre9	George Strait
Genre8	Red Hot Chili Peppers
Genre9	Paul Simon
Genre3	Elton John
Genre9	Mariah Carey
Genre3	Madonna
Genre3	Depeche Mode
Genre7	Elton John
Genre3	Los Tigres Del Norte
Genre9	Mariah Carey
Genre3	Elton John
Genre3	Luis Miguel
Genre4	Paul Simon
Genre7	Wolfgang Amadeus Mozart
Genre0	Wolfgang Amadeus Mozart
Genre1	AC/DC
Genre3	The Allman Brothers Band
Genre3	Phil Collins
Genre9	U2
Genre9	U2
Genre1	Stevie Ray Vaughan
Genre8	2Pac
Genre1	Red Hot Chili Peppers
Genre3	Green Day
Genre1	Mariah Carey
Genre3	Stevie Ray Vaughan
Genre0	U2
Genre2	Antonio Aguilar
Genre3	John Denver
Genre1	Alan Jackson
Genre3	Alabama
Genre7	Nat King Cole
Genre3	Michael Jackson
Genre9	Sublime
Genre8	Red Hot Chili Peppers
Genre3	John Denver
Genre3	R.E.M.
Genre4	José Alfredo Jimenez
Genre7	Dolly Parton
Genre9	R.E.M.
Genre1	Los Tigres Del Norte
Genre1	Antonio Aguilar
Genre3	Tom Petty and the Heartbreakers
Genre0	Benny Goodman
Genre0	John Williams
Genre4	Stevie Ray Vaughan
Genre1	Iron Maiden
Genre1	Juan Gabriel
Genre3	KISS
Genre2	Neil Young
Genre9	Black Sabbath
Genre1	Green Day
Genre9	Nirvana
Genre2	Eric Clapton
Genre4	Beastie Boys
Genre3	Jimmy Buffett
Genre2	Count Basie
Genre1	Neil Young
Genre1	Miles Davis
Genre3	Nirvana
Genre1	Beastie Boys
Genre3	Antonio Aguilar
Genre3	Green Day
Genre0	Neil Young
Genre8	Beastie Boys
Genre8	R.E.M.
Genre1	Green Day
Genre1	Joan Sebastian
Genre4	Beastie Boys
Genre1	Stevie Ray Vaughan
Genre9	Queen
Genre7	Stan Getz
Genre3	Def Leppard
Genre1	Green Day
Genre4	Joan Sebastian
Genre1	Radiohead
Genre1	Phil Collins
Genre3	Mariah Carey
Genre1	Los Tigres Del Norte
Genre3	Radiohead
Genre6	2Pac
Genre1	Depeche Mode
Genre0	Ludwig van Beethoven
Genre3	Radiohead
Genre1	Nina Simone
Genre2	Eagles
Genre1	Bob Seger
Genre8	Beastie Boys
Genre3	Radiohead
Genre9	Los Tigres Del Norte
Genre1	Eagles
Genre4	Eagles
Genre8	Prince
Genre6	The Notorious B.I.G.
Genre1	ZZ Top
Genre3	The Rolling Stones
Genre1	Bob Seger
Genre1	Sublime
Genre1	Eagles
Genre0	Johann Sebastian Bach
Genre1	Aerosmith
Genre3	Mariah Carey
Genre7	Wolfgang Amadeus Mozart
Genre1	Bob Seger
Genre0	Wolfgang Amadeus Mozart
Genre3	Aerosmith
Genre9	Luis Miguel
Genre1	Bob Seger
Genre6	Green Day
Genre3	Red Hot Chili Peppers
Genre0	Richard Strauss
Genre0	 Berliner Philharmoniker
Genre0	 Herbert von Karajan
Genre3	Green Day
Genre0	 London Symphony Orchestra
Genre9	Ramones
Genre1	Neil Young
Genre3	Pink Floyd
Genre7	Ella Fitzgerald
Genre0	Franz Liszt
Genre1	blink-182
Genre0	Wolfgang Amadeus Mozart
Genre3	Pink Floyd
Genre4	Marty Robbins
Genre3	Van Halen
Genre9	Rush
Genre4	Billie Holiday
Genre0	Aaron Copland
Genre8	Sublime
Genre1	James Brown
Genre3	Metallica
Genre3	ZZ Top
Genre2	Aretha Franklin
Genre9	The Notorious B.I.G.
Genre3	blink-182
Genre8	2Pac
Genre8	Green Day
Genre4	José Alfredo Jimenez
Genre0	Ludwig van Beethoven
Genre3	Depeche Mode
Genre1	Alabama
Genre9	Green Day
Genre1	Fleetwood Mac
Genre4	John Denver
Genre4	Vicente Fernández
Genre8	2Pac
Genre0	Giacomo Puccini
Genre7	David Bowie
Genre1	Jimi Hendrix
Genre8	Green Day
Genre3	The Notorious B.I.G.
Genre5	Ludwig van Beethoven
Genre3	Hank Williams
Genre3	George Jones
Genre0	R.E.M.
Genre7	Sublime
Genre3	Metallica
Genre9	John Denver
Genre9	2Pac
Genre3	Iron Maiden
Genre7	Sublime
Genre3	Metallica
Genre0	Johann Sebastian Bach
Genre1	The Smiths
Genre9	Journey
Genre4	Juan Gabriel
Genre4	John Prine
Genre0	John Williams
Genre0	 London Symphony Orchestra
Genre3	Jimi Hendrix
Genre8	The Notorious B.I.G.
Genre1	Stevie Wonder
Genre4	John Prine
Genre9	Santana
Genre3	John Williams
Genre3	 London Symphony Orchestra
Genre8	JAY-Z
Genre3	John Prine
Genre4	John Prine
Genre3	Metallica
Genre5	Ludwig van Beethoven
Genre1	The Band
Genre9	Phil Collins
Genre3	Tom Waits
Genre3	Phil Collins
Genre3	Metallica
Genre1	John Prine
Genre3	Steely Dan
Genre1	Eric Clapton
Genre0	 London Symphony Orchestra
Genre8	JAY-Z
Genre1	Eric Clapton
Genre7	John Prine
Genre9	Bob Dylan
Genre9	Green Day
Genre7	Frank Sinatra
Genre3	José Alfredo Jimenez
Genre9	The Cure
Genre3	John Mayer
Genre1	Los Tigres Del Norte
Genre6	JAY-Z
Genre3	Billy Joel
Genre1	The Monkees
Genre0	John Williams
Genre0	John Williams
Genre9	Daryl Hall & John Oates
Genre9	The Cure
Genre2	Radiohead
Genre1	Bob Marley & The Wailers
Genre0	John Williams
Genre0	John Williams
Genre1	Johnny Cash
Genre9	Red Hot Chili Peppers
Genre5	John Williams
Genre5	 London Symphony Orchestra
Genre9	Los Tigres Del Norte
Genre9	Linkin Park
Genre1	Johnny Cash
Genre9	Linkin Park
Genre1	Johnny Cash
Genre1	The Band
Genre7	Johnny Cash
Genre1	Chicago
Genre3	Linkin Park
Genre9	Beyoncé
Genre7	Wolfgang Amadeus Mozart
Genre1	Grateful Dead
Genre9	Linkin Park
Genre1	James Brown
Genre9	Radiohead
Genre9	Fleetwood Mac
Genre9	Madonna
Genre1	Radiohead
Genre1	Beyoncé
Genre9	The Isley Brothers
Genre1	John Mayer
Genre1	Linkin Park
Genre8	Kanye West
Genre1	Jimmy Buffett
Genre5	John Williams
Genre5	John Williams
Genre6	 Lil Wayne
Genre6	Eminem
Genre6	Eminem
Genre8	Kanye West
Genre0	Frédéric Chopin
Genre7	John Prine
Genre3	Chicago
Genre0	Frédéric Chopin
Genre8	Lil Wayne
Genre0	Franz Schubert
Genre6	Eminem
Genre8	Eminem
Genre4	Alan Jackson
Genre6	JAY-Z
Genre9	Journey
Genre3	Red Hot Chili Peppers
Genre1	Beyoncé
Genre7	Alan Jackson
Genre1	Journey
Genre9	Red Hot Chili Peppers
Genre8	The Notorious B.I.G.
Genre1	Bruce Springsteen
Genre6	The Notorious B.I.G.
Genre9	Led Zeppelin
Genre9	Led Zeppelin
Genre8	The Notorious B.I.G.
Genre9	Led Zeppelin
Genre1	The Doors
Genre3	Kenny Chesney
Genre3	Led Zeppelin
Genre3	Vicente Fernández
Genre3	Yusuf / Cat Stevens
Genre1	Led Zeppelin
Genre6	JAY-Z
Genre0	Maurice Ravel
Genre1	John Mayer
Genre9	Metallica
Genre8	 Lil Wayne
Genre8	 Lil Wayne
Genre0	The Smiths
Genre1	Taylor Swift
Genre1	Beyoncé
Genre6	Drake
Genre6	 Lil Wayne
Genre6	Drake
Genre9	John Mayer
Genre0	Eric Clapton
Genre3	Vicente Fernández
Genre6	JAY-Z
Genre3	Kenny Chesney
Genre1	Taylor Swift
Genre0	Johann Sebastian Bach
Genre9	Taylor Swift
Genre3	Taylor Swift
Genre3	Drake
Genre8	 Drake
Genre1	Taylor Swift
Genre6	JAY-Z
Genre4	Dean Martin
Genre8	Lil Wayne
Genre8	 Drake
Genre3	George Strait
Genre5	Radiohead
Genre6	JAY-Z
Genre3	Los Tigres Del Norte
Genre1	George Strait
Genre9	Lana Del Rey
Genre8	The Weeknd
Genre3	The Beach Boys
Genre7	Lana Del Rey
Genre6	Kanye West
Genre9	The Weeknd
Genre9	Lana Del Rey
Genre6	The Weeknd
Genre5	Frédéric Chopin
Genre3	Lana Del Rey
Genre6	Lana Del Rey
Genre6	The Weeknd
Genre3	The Weeknd
Genre2	The Weeknd
Genre7	Taylor Swift
Genre6	The Weeknd
Genre8	Eminem
Genre1	Kenny Chesney
Genre9	Def Leppard
Genre7	Lana Del Rey
Genre6	Drake
Genre8	Drake
Genre3	Linkin Park
Genre7	Eric Clapton
Genre1	Taylor Swift
Genre1	AC/DC
Genre8	 Drake
Genre7	Taylor Swift
Genre3	Taylor Swift
Genre6	Lana Del Rey
Genre6	Beyoncé
Genre2	The Beatles
Genre1	Taylor Swift
Genre7	Taylor Swift
Genre0	Sergei Rachmaninoff
Genre0	 Philadelphia Orchestra
Genre8	Drake
Genre2	Lana Del Rey
Genre6	Drake
Genre6	Drake
Genre8	Mac Miller
Genre8	Mac Miller
Genre6	Mac Miller
Genre6	Kanye West
Genre8	Drake
Genre6	 Drake
Genre6	Mac Miller
Genre3	Green Day
Genre6	Drake
Genre8	 Drake
Genre8	 Lil Wayne
Genre1	John Mayer
Genre8	Drake
Genre3	Taylor Swift
Genre6	Lana Del Rey
Genre8	 Drake
Genre6	Drake
Genre6	Drake
Genre1	BTS
Genre9	BTS
Genre9	BTS
Genre3	Taylor Swift
Genre1	Kenny Chesney
Genre9	Drake
Genre3	Mac Miller
Genre8	Eminem
Genre6	Eminem
Genre6	 Drake
Genre8	Lil Uzi Vert
Genre8	Lil Uzi Vert
Genre4	Francisco Canaro
Genre4	 Charlo
Genre5	Ignacio Corsini
Genre0	Ignacio Corsini
Genre4	Francisco Canaro
Genre4	 Charlo
Genre4	Francisco Canaro
Genre5	Frédéric Chopin
Genre5	 Vladimir Horowitz
Genre4	Francisco Canaro
Genre4	 Charlo
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre4	Francisco Canaro
Genre4	 Charlo
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre4	Francisco Canaro
Genre4	 Charlo
Genre2	Ignacio Corsini
Genre4	Ignacio Corsini
Genre4	Francisco Canaro
Genre4	 Charlo
Genre4	Ignacio Corsini
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre4	Francisco Canaro
Genre2	Ignacio Corsini
Genre0	 Vladimir Horowitz
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre0	Francisco Canaro
Genre0	 Charlo
Genre0	Francisco Canaro
Genre0	 Charlo
Genre4	Francisco Canaro
Genre4	Francisco Canaro
Genre4	 Charlo
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre2	Ignacio Corsini
Genre2	Ignacio Corsini
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre5	Robert Schumann
Genre5	 Vladimir Horowitz
Genre4	Francisco Canaro
Genre4	 Charlo
Genre5	Frédéric Chopin
Genre5	 Vladimir Horowitz
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre0	Robert Schumann
Genre0	 Vladimir Horowitz
Genre5	 Vladimir Horowitz
Genre0	Sergei Rachmaninoff
Genre0	 Vladimir Horowitz
Genre0	 New York Philharmonic
Genre0	 Eugene Ormandy
Genre4	Francisco Canaro
Genre4	 Charlo
Genre0	 Vladimir Horowitz
Genre0	Alexander Scriabin
Genre0	 Vladimir Horowitz
Genre2	Francisco Canaro
Genre2	 Charlo
Genre5	Ignacio Corsini
Genre4	Francisco Canaro
Genre4	 Charlo
Genre2	Francisco Canaro
Genre2	 Charlo
Genre4	Ignacio Corsini
Genre0	Frédéric Chopin
Genre0	 Vladimir Horowitz
Genre5	Johannes Brahms
Genre5	 Vladimir Horowitz
Genre5	 Arturo Toscanini
Genre0	Francisco Canaro
Genre4	Ignacio Corsini
